Warehouse ID,Product ID,Product Name,Category,Quantity in Stock,Location,Supplier,Restock Frequency,Average Delivery Time (days),Stock Value (USD),Storage Temperature (C),Shelf Life (days),Hazardous Material,Reorder Level,Daily Sales (units),Daily Restock (units),Stock Level (units),Sales Forecast (units),Latitude,Longitude,State
3,161,Sneakers,Groceries,376,Houston,Supplier D,Weekly,10,602.89,23.0,321,Yes,71,16,44,27,47,29.7604,-95.3698,TX
4,168,Sofa,Furniture,215,New York,Supplier D,Quarterly,13,384.18,23.6,274,No,42,48,19,188,11,40.7128,-74.006,NY
7,163,T-Shirt,Groceries,368,New York,Supplier A,Weekly,1,916.42,0.3,230,No,80,49,23,418,47,40.7128,-74.006,NY
4,109,Bananas,Footwear,51,Chicago,Supplier D,Monthly,13,872.37,28.3,307,No,51,16,39,87,48,41.8781,-87.6298,IL
9,139,Laptop,Electronics,386,New York,Supplier D,Quarterly,2,431.98,6.7,139,No,53,16,41,80,19,40.7128,-74.006,NY
1,123,Bananas,Furniture,143,Houston,Supplier B,Weekly,13,239.41,-4.3,241,Yes,55,40,11,462,21,29.7604,-95.3698,TX
8,198,T-Shirt,Groceries,419,Los Angeles,Supplier D,Weekly,14,279.85,13.7,288,No,95,38,27,180,44,34.0522,-118.2437,CA
7,143,T-Shirt,Footwear,36,Houston,Supplier A,Monthly,3,228.12,29.9,193,Yes,90,18,40,55,3,29.7604,-95.3698,TX
2,159,Sofa,Furniture,374,Chicago,Supplier C,Monthly,7,545.84,26.0,126,No,82,23,36,247,40,41.8781,-87.6298,IL
8,161,Sneakers,Clothing,476,Chicago,Supplier D,Quarterly,2,869.85,1.1,239,Yes,83,46,42,317,43,41.8781,-87.6298,IL
1,186,Sneakers,Footwear,167,New York,Supplier D,Weekly,5,775.88,13.1,65,No,40,48,20,434,1,40.7128,-74.006,NY
9,116,T-Shirt,Furniture,236,Houston,Supplier B,Weekly,9,797.56,-5.4,295,Yes,14,40,42,233,24,29.7604,-95.3698,TX
9,164,Sofa,Footwear,260,Los Angeles,Supplier D,Monthly,12,453.81,8.5,129,No,27,18,8,447,36,34.0522,-118.2437,CA
2,194,Sofa,Electronics,192,Houston,Supplier D,Quarterly,12,329.22,10.9,50,No,15,46,46,448,6,29.7604,-95.3698,TX
7,194,Laptop,Electronics,202,Los Angeles,Supplier D,Monthly,10,759.78,2.6,246,Yes,59,49,36,270,10,34.0522,-118.2437,CA
3,156,Sneakers,Electronics,262,Los Angeles,Supplier D,Monthly,8,795.37,9.4,133,Yes,37,22,26,382,47,34.0522,-118.2437,CA
7,154,T-Shirt,Clothing,185,Houston,Supplier C,Quarterly,12,698.4,26.8,141,No,33,40,35,109,40,29.7604,-95.3698,TX
9,152,Bananas,Electronics,158,Phoenix,Supplier B,Weekly,8,41.79,10.0,248,Yes,78,30,3,474,46,33.4484,-112.074,AZ
4,155,Sneakers,Clothing,246,Houston,Supplier C,Weekly,11,593.79,23.2,149,Yes,37,48,4,238,34,29.7604,-95.3698,TX
1,197,Laptop,Electronics,110,Los Angeles,Supplier A,Weekly,2,353.58,2.7,278,No,67,42,44,378,24,34.0522,-118.2437,CA
2,108,Sofa,Footwear,99,Chicago,Supplier D,Quarterly,1,204.23,28.9,364,No,76,42,29,307,23,41.8781,-87.6298,IL
1,121,T-Shirt,Furniture,241,Chicago,Supplier A,Quarterly,9,697.45,-6.3,125,No,27,18,28,369,20,41.8781,-87.6298,IL
5,112,Sneakers,Furniture,491,New York,Supplier C,Quarterly,10,275.84,13.4,217,Yes,13,18,19,155,38,40.7128,-74.006,NY
5,188,Bananas,Electronics,202,Chicago,Supplier A,Quarterly,12,913.71,21.6,173,No,58,41,43,168,35,41.8781,-87.6298,IL
7,147,Laptop,Furniture,122,Phoenix,Supplier D,Quarterly,4,305.1,22.6,57,No,41,1,28,68,34,33.4484,-112.074,AZ
9,117,Laptop,Electronics,117,Los Angeles,Supplier A,Monthly,9,559.63,-2.1,35,Yes,92,48,18,265,46,34.0522,-118.2437,CA
9,175,Sneakers,Electronics,96,Houston,Supplier C,Weekly,11,829.48,6.1,346,Yes,75,42,14,440,47,29.7604,-95.3698,TX
3,139,Bananas,Groceries,234,Houston,Supplier D,Quarterly,14,408.1,15.0,291,No,67,15,43,475,36,29.7604,-95.3698,TX
3,116,Laptop,Groceries,490,Phoenix,Supplier B,Weekly,12,830.37,2.6,259,Yes,20,5,14,235,16,33.4484,-112.074,AZ
3,114,T-Shirt,Groceries,67,Chicago,Supplier C,Quarterly,11,726.46,16.3,151,Yes,74,27,29,39,23,41.8781,-87.6298,IL
4,114,Laptop,Clothing,376,Los Angeles,Supplier D,Weekly,7,921.66,5.2,223,No,26,17,3,143,44,34.0522,-118.2437,CA
8,178,Bananas,Groceries,218,Chicago,Supplier B,Monthly,12,332.58,4.0,134,Yes,89,41,34,345,49,41.8781,-87.6298,IL
6,162,Sofa,Electronics,15,New York,Supplier A,Weekly,6,113.98,-5.7,228,Yes,75,32,9,18,1,40.7128,-74.006,NY
8,138,Sofa,Footwear,273,Chicago,Supplier A,Weekly,10,436.05,-8.4,91,Yes,13,38,40,52,9,41.8781,-87.6298,IL
1,112,Sneakers,Groceries,219,New York,Supplier A,Quarterly,13,787.96,23.4,313,No,41,26,5,445,12,40.7128,-74.006,NY
8,180,Bananas,Groceries,274,Houston,Supplier D,Weekly,9,455.93,9.6,109,Yes,80,2,29,222,37,29.7604,-95.3698,TX
4,131,Laptop,Footwear,371,Los Angeles,Supplier A,Monthly,10,269.37,12.5,204,No,38,28,41,293,17,34.0522,-118.2437,CA
1,108,Laptop,Electronics,147,New York,Supplier A,Monthly,4,37.33,4.9,38,No,70,45,5,80,3,40.7128,-74.006,NY
8,139,Sofa,Clothing,332,Chicago,Supplier B,Monthly,14,319.89,-4.5,209,Yes,69,23,45,181,38,41.8781,-87.6298,IL
4,119,Sofa,Groceries,344,Chicago,Supplier B,Quarterly,1,716.25,8.0,300,No,82,20,43,140,29,41.8781,-87.6298,IL
6,189,T-Shirt,Footwear,453,Houston,Supplier B,Quarterly,5,156.14,-0.8,191,No,67,36,43,209,31,29.7604,-95.3698,TX
8,190,Sofa,Electronics,152,Phoenix,Supplier D,Quarterly,13,347.47,23.5,305,No,62,42,44,409,35,33.4484,-112.074,AZ
4,184,T-Shirt,Furniture,347,Phoenix,Supplier C,Quarterly,6,30.03,29.5,235,Yes,14,22,13,335,38,33.4484,-112.074,AZ
3,181,Laptop,Clothing,304,Chicago,Supplier A,Quarterly,6,724.54,25.6,89,No,70,11,26,281,26,41.8781,-87.6298,IL
9,176,T-Shirt,Footwear,414,Phoenix,Supplier A,Monthly,12,881.88,11.1,215,No,30,28,9,405,13,33.4484,-112.074,AZ
3,179,T-Shirt,Footwear,15,Los Angeles,Supplier D,Weekly,1,572.84,15.1,104,No,67,45,4,122,19,34.0522,-118.2437,CA
9,172,Sneakers,Footwear,431,Phoenix,Supplier A,Monthly,7,35.61,27.9,123,No,90,22,39,211,32,33.4484,-112.074,AZ
2,162,Sofa,Groceries,379,Los Angeles,Supplier D,Quarterly,8,225.45,11.5,96,No,23,17,31,344,47,34.0522,-118.2437,CA
2,175,T-Shirt,Furniture,486,Chicago,Supplier D,Monthly,12,444.08,15.5,31,No,88,31,5,135,27,41.8781,-87.6298,IL
2,143,Laptop,Clothing,383,Chicago,Supplier D,Weekly,5,591.71,15.2,207,No,94,11,7,460,39,41.8781,-87.6298,IL
6,137,Bananas,Electronics,428,Chicago,Supplier C,Quarterly,2,501.31,18.3,171,Yes,63,36,28,177,13,41.8781,-87.6298,IL
3,182,T-Shirt,Electronics,354,Houston,Supplier D,Monthly,2,916.71,15.6,73,Yes,87,14,40,39,34,29.7604,-95.3698,TX
9,159,Sofa,Furniture,411,Phoenix,Supplier C,Monthly,11,939.25,16.8,203,Yes,50,35,14,75,19,33.4484,-112.074,AZ
4,170,Sneakers,Footwear,84,New York,Supplier C,Weekly,5,116.08,19.0,324,No,25,23,24,353,19,40.7128,-74.006,NY
1,198,Laptop,Footwear,192,New York,Supplier A,Quarterly,7,147.01,22.4,260,No,60,29,42,49,3,40.7128,-74.006,NY
4,147,Sneakers,Footwear,41,Chicago,Supplier B,Quarterly,7,364.47,6.1,265,Yes,10,23,38,217,3,41.8781,-87.6298,IL
1,117,Bananas,Footwear,352,Phoenix,Supplier C,Weekly,13,427.02,19.8,122,No,49,44,5,246,26,33.4484,-112.074,AZ
5,115,T-Shirt,Footwear,324,Los Angeles,Supplier C,Weekly,4,590.21,-6.0,73,No,27,36,47,231,6,34.0522,-118.2437,CA
4,154,T-Shirt,Furniture,261,New York,Supplier B,Weekly,11,775.43,25.0,56,Yes,43,16,48,418,13,40.7128,-74.006,NY
8,138,Sofa,Groceries,309,Chicago,Supplier C,Weekly,14,144.41,1.6,301,No,99,39,34,255,46,41.8781,-87.6298,IL
8,167,T-Shirt,Clothing,378,New York,Supplier B,Quarterly,3,804.61,6.1,68,Yes,70,20,28,203,38,40.7128,-74.006,NY
7,158,Laptop,Footwear,136,New York,Supplier A,Quarterly,9,613.93,22.1,318,Yes,30,25,47,144,27,40.7128,-74.006,NY
3,188,Bananas,Groceries,278,New York,Supplier D,Monthly,12,981.08,15.5,277,No,10,19,8,352,41,40.7128,-74.006,NY
1,195,Sneakers,Electronics,106,Chicago,Supplier B,Monthly,14,654.66,2.3,79,Yes,36,26,21,399,24,41.8781,-87.6298,IL
1,161,Bananas,Furniture,7,Chicago,Supplier D,Monthly,14,718.93,-1.0,312,No,60,32,24,296,10,41.8781,-87.6298,IL
3,112,T-Shirt,Groceries,406,Houston,Supplier B,Quarterly,7,203.26,28.3,238,No,20,21,24,463,16,29.7604,-95.3698,TX
6,180,Sneakers,Footwear,302,Houston,Supplier D,Quarterly,2,771.17,-6.5,153,Yes,23,9,13,7,23,29.7604,-95.3698,TX
7,105,Sofa,Footwear,30,Houston,Supplier A,Quarterly,1,88.47,-9.8,278,No,64,43,49,101,47,29.7604,-95.3698,TX
6,182,Bananas,Footwear,126,New York,Supplier C,Monthly,11,659.97,16.9,313,No,36,19,15,296,12,40.7128,-74.006,NY
6,176,Sneakers,Groceries,357,Phoenix,Supplier A,Weekly,2,65.02,14.6,180,Yes,31,49,46,450,28,33.4484,-112.074,AZ
6,159,Sneakers,Footwear,400,Chicago,Supplier C,Weekly,13,124.07,19.5,93,No,30,21,25,326,13,41.8781,-87.6298,IL
3,189,Sneakers,Groceries,79,Houston,Supplier D,Weekly,12,116.79,19.3,270,No,33,18,45,228,18,29.7604,-95.3698,TX
6,113,Laptop,Footwear,389,Phoenix,Supplier D,Weekly,3,61.96,24.5,196,Yes,28,6,28,103,2,33.4484,-112.074,AZ
8,194,Bananas,Electronics,67,Houston,Supplier C,Weekly,5,327.93,26.9,269,No,33,35,39,486,46,29.7604,-95.3698,TX
2,153,Sneakers,Electronics,23,Houston,Supplier B,Quarterly,14,994.41,21.0,78,No,35,14,8,92,17,29.7604,-95.3698,TX
5,103,Bananas,Clothing,189,Phoenix,Supplier A,Monthly,3,354.74,-0.7,216,No,34,9,31,278,23,33.4484,-112.074,AZ
1,138,Sneakers,Footwear,74,Houston,Supplier B,Weekly,10,763.17,8.5,177,Yes,54,35,7,357,23,29.7604,-95.3698,TX
1,171,Sofa,Footwear,5,New York,Supplier D,Weekly,9,140.99,15.7,218,Yes,38,2,47,187,1,40.7128,-74.006,NY
5,124,Sofa,Groceries,407,New York,Supplier A,Weekly,10,459.95,11.6,140,Yes,83,6,39,389,43,40.7128,-74.006,NY
3,176,Sofa,Groceries,463,New York,Supplier A,Quarterly,4,193.26,-3.6,294,No,20,35,17,146,14,40.7128,-74.006,NY
4,131,T-Shirt,Footwear,82,Los Angeles,Supplier B,Weekly,7,200.18,13.6,308,Yes,33,25,35,267,12,34.0522,-118.2437,CA
3,158,Sneakers,Clothing,25,Houston,Supplier C,Monthly,4,108.69,25.5,266,Yes,33,9,22,119,14,29.7604,-95.3698,TX
1,162,T-Shirt,Footwear,264,Los Angeles,Supplier C,Quarterly,3,437.72,6.7,188,Yes,21,31,7,264,49,34.0522,-118.2437,CA
1,137,Bananas,Groceries,479,Chicago,Supplier A,Quarterly,10,84.78,16.8,89,Yes,16,7,10,276,44,41.8781,-87.6298,IL
5,191,T-Shirt,Footwear,405,Phoenix,Supplier C,Quarterly,1,910.71,14.6,346,No,49,28,28,203,38,33.4484,-112.074,AZ
6,152,Bananas,Groceries,2,Chicago,Supplier D,Weekly,14,453.42,5.1,104,Yes,90,2,39,59,41,41.8781,-87.6298,IL
3,193,Bananas,Footwear,278,Los Angeles,Supplier B,Weekly,12,840.18,12.6,257,No,79,1,43,347,44,34.0522,-118.2437,CA
9,166,Bananas,Furniture,328,New York,Supplier B,Weekly,9,979.67,-1.6,183,Yes,85,37,29,477,49,40.7128,-74.006,NY
5,127,T-Shirt,Groceries,343,Houston,Supplier B,Weekly,13,681.0,11.8,339,No,88,24,35,153,16,29.7604,-95.3698,TX
8,102,Sneakers,Clothing,224,Houston,Supplier A,Monthly,11,902.5,22.0,316,Yes,32,35,22,186,34,29.7604,-95.3698,TX
1,197,T-Shirt,Furniture,72,New York,Supplier A,Quarterly,1,144.01,20.4,270,No,80,7,9,115,18,40.7128,-74.006,NY
5,179,Sneakers,Footwear,68,Houston,Supplier C,Weekly,11,831.69,4.3,256,Yes,47,38,36,275,48,29.7604,-95.3698,TX
3,121,Sneakers,Groceries,320,Phoenix,Supplier B,Monthly,13,278.51,-5.5,198,No,40,29,8,381,10,33.4484,-112.074,AZ
1,195,Bananas,Furniture,94,Phoenix,Supplier D,Quarterly,1,477.87,22.0,313,Yes,38,1,30,386,19,33.4484,-112.074,AZ
4,137,T-Shirt,Clothing,19,Phoenix,Supplier D,Quarterly,1,650.12,0.6,291,No,53,30,30,362,30,33.4484,-112.074,AZ
5,171,Sneakers,Groceries,128,Chicago,Supplier B,Quarterly,14,904.51,-7.9,319,Yes,37,46,31,487,4,41.8781,-87.6298,IL
7,171,Sofa,Furniture,343,New York,Supplier A,Weekly,5,911.88,7.8,38,No,85,32,22,236,7,40.7128,-74.006,NY
1,161,Sneakers,Furniture,82,Phoenix,Supplier A,Quarterly,7,101.18,19.6,127,Yes,77,10,44,442,16,33.4484,-112.074,AZ
3,156,Sofa,Furniture,254,Los Angeles,Supplier A,Weekly,7,370.91,22.3,41,No,30,34,31,66,37,34.0522,-118.2437,CA
2,105,T-Shirt,Electronics,437,Phoenix,Supplier D,Monthly,10,795.24,29.3,301,Yes,18,11,40,263,5,33.4484,-112.074,AZ
9,177,T-Shirt,Footwear,221,Chicago,Supplier B,Quarterly,1,706.13,-2.4,100,Yes,58,48,47,51,39,41.8781,-87.6298,IL
6,131,T-Shirt,Groceries,343,Los Angeles,Supplier D,Monthly,6,36.09,1.8,164,Yes,46,49,28,351,49,34.0522,-118.2437,CA
3,198,Sneakers,Groceries,97,New York,Supplier B,Weekly,9,455.39,14.4,288,No,30,37,46,417,33,40.7128,-74.006,NY
8,109,Laptop,Groceries,52,New York,Supplier D,Weekly,6,830.96,22.5,34,Yes,69,27,5,331,35,40.7128,-74.006,NY
8,102,Sneakers,Furniture,175,Phoenix,Supplier D,Weekly,4,740.31,-0.6,268,Yes,32,48,17,232,48,33.4484,-112.074,AZ
2,158,Sneakers,Footwear,338,Los Angeles,Supplier C,Quarterly,10,417.73,6.4,323,Yes,97,10,11,360,34,34.0522,-118.2437,CA
6,175,Bananas,Clothing,182,Los Angeles,Supplier D,Quarterly,9,737.81,6.3,364,No,19,38,22,494,33,34.0522,-118.2437,CA
7,148,Bananas,Groceries,428,Phoenix,Supplier B,Monthly,13,555.7,20.9,128,No,79,22,47,13,39,33.4484,-112.074,AZ
2,158,Sneakers,Footwear,353,Phoenix,Supplier D,Weekly,3,913.5,-0.4,180,Yes,30,24,25,394,10,33.4484,-112.074,AZ
2,130,Sofa,Footwear,391,Houston,Supplier C,Monthly,13,591.26,28.8,287,Yes,38,8,13,369,3,29.7604,-95.3698,TX
1,192,Bananas,Electronics,115,Houston,Supplier C,Weekly,10,406.73,10.4,178,No,68,6,36,315,29,29.7604,-95.3698,TX
8,168,Sneakers,Groceries,348,Phoenix,Supplier B,Weekly,4,864.29,1.3,171,No,49,4,45,294,35,33.4484,-112.074,AZ
1,161,Laptop,Furniture,1,Chicago,Supplier C,Monthly,4,59.37,1.4,280,No,30,5,45,20,31,41.8781,-87.6298,IL
9,151,Sofa,Footwear,63,Houston,Supplier C,Weekly,4,901.51,-9.3,263,Yes,95,6,11,213,39,29.7604,-95.3698,TX
6,188,T-Shirt,Footwear,248,Phoenix,Supplier A,Monthly,6,699.38,17.7,161,Yes,72,47,5,270,15,33.4484,-112.074,AZ
7,140,Sneakers,Clothing,231,Los Angeles,Supplier B,Quarterly,13,941.2,21.0,76,No,55,32,14,472,1,34.0522,-118.2437,CA
7,130,Sneakers,Electronics,226,Houston,Supplier C,Monthly,11,258.0,-8.7,123,Yes,14,38,22,40,19,29.7604,-95.3698,TX
3,184,Sofa,Footwear,423,Chicago,Supplier C,Monthly,11,697.97,13.4,278,No,24,20,3,135,37,41.8781,-87.6298,IL
2,183,Bananas,Footwear,19,New York,Supplier C,Weekly,7,811.37,21.3,49,No,92,40,35,453,27,40.7128,-74.006,NY
9,121,Bananas,Furniture,31,Los Angeles,Supplier B,Monthly,14,705.08,5.0,209,No,89,45,32,262,21,34.0522,-118.2437,CA
8,103,Bananas,Furniture,333,Chicago,Supplier A,Quarterly,9,218.23,7.3,301,No,49,36,38,424,7,41.8781,-87.6298,IL
7,112,T-Shirt,Clothing,121,Chicago,Supplier D,Quarterly,14,282.83,4.5,165,Yes,96,49,40,181,43,41.8781,-87.6298,IL
9,144,Sofa,Clothing,24,Chicago,Supplier A,Quarterly,11,571.07,2.6,266,No,13,14,24,227,33,41.8781,-87.6298,IL
4,141,Sofa,Clothing,325,Los Angeles,Supplier B,Quarterly,3,452.28,9.6,219,Yes,94,47,28,265,2,34.0522,-118.2437,CA
4,148,Bananas,Furniture,471,Chicago,Supplier B,Monthly,8,737.77,-3.4,241,Yes,33,19,21,106,14,41.8781,-87.6298,IL
1,119,Bananas,Furniture,211,New York,Supplier B,Quarterly,8,384.89,7.6,93,No,51,11,49,321,42,40.7128,-74.006,NY
8,176,Laptop,Electronics,449,Houston,Supplier D,Monthly,1,860.89,27.7,193,Yes,35,39,33,487,3,29.7604,-95.3698,TX
3,180,Laptop,Groceries,161,Los Angeles,Supplier B,Monthly,5,437.6,-8.9,67,Yes,75,1,28,404,14,34.0522,-118.2437,CA
7,153,Sneakers,Groceries,255,Chicago,Supplier A,Weekly,13,49.64,-3.4,244,Yes,17,35,39,390,5,41.8781,-87.6298,IL
2,135,Sneakers,Electronics,59,Phoenix,Supplier C,Monthly,10,27.19,21.1,48,No,82,19,36,96,17,33.4484,-112.074,AZ
2,196,Sofa,Groceries,114,Houston,Supplier C,Monthly,5,650.28,-4.7,283,No,75,33,10,461,39,29.7604,-95.3698,TX
7,100,Sofa,Furniture,417,Los Angeles,Supplier B,Weekly,12,545.15,0.9,103,No,87,32,37,295,1,34.0522,-118.2437,CA
6,114,T-Shirt,Groceries,160,Phoenix,Supplier B,Quarterly,8,547.32,8.2,170,Yes,29,36,40,488,43,33.4484,-112.074,AZ
3,176,T-Shirt,Furniture,443,Phoenix,Supplier D,Quarterly,8,792.11,27.7,46,Yes,75,24,25,123,28,33.4484,-112.074,AZ
9,116,Laptop,Electronics,220,Chicago,Supplier C,Monthly,12,381.96,-2.7,124,No,77,43,45,277,38,41.8781,-87.6298,IL
6,123,Sneakers,Clothing,357,Los Angeles,Supplier D,Weekly,2,995.49,26.9,263,Yes,64,7,17,37,48,34.0522,-118.2437,CA
6,157,Laptop,Electronics,169,Chicago,Supplier D,Monthly,3,946.07,18.7,330,No,87,7,4,268,14,41.8781,-87.6298,IL
1,171,Laptop,Groceries,12,New York,Supplier D,Monthly,2,22.83,16.8,117,No,94,46,10,198,17,40.7128,-74.006,NY
4,190,Sneakers,Furniture,457,Phoenix,Supplier D,Quarterly,1,896.79,18.9,327,No,88,47,25,255,15,33.4484,-112.074,AZ
6,122,T-Shirt,Groceries,242,New York,Supplier A,Weekly,2,683.74,-8.8,80,Yes,48,5,32,15,46,40.7128,-74.006,NY
6,145,Sneakers,Groceries,375,Chicago,Supplier B,Monthly,10,507.07,-6.0,274,Yes,59,14,8,405,7,41.8781,-87.6298,IL
5,171,Bananas,Clothing,139,Houston,Supplier B,Quarterly,6,586.92,3.4,142,No,29,45,42,85,42,29.7604,-95.3698,TX
1,107,Bananas,Groceries,97,Phoenix,Supplier D,Monthly,12,843.44,-7.0,37,No,79,26,45,92,7,33.4484,-112.074,AZ
8,158,Bananas,Clothing,147,Houston,Supplier D,Quarterly,1,951.53,29.5,66,No,37,1,12,100,47,29.7604,-95.3698,TX
5,189,Sofa,Furniture,182,Los Angeles,Supplier A,Weekly,6,564.73,13.2,76,Yes,52,13,21,465,24,34.0522,-118.2437,CA
5,158,T-Shirt,Furniture,57,Phoenix,Supplier D,Monthly,1,189.48,9.5,129,No,75,23,45,174,26,33.4484,-112.074,AZ
7,112,T-Shirt,Clothing,42,New York,Supplier A,Weekly,2,643.36,21.4,202,No,37,20,27,455,14,40.7128,-74.006,NY
4,138,Sofa,Electronics,354,Houston,Supplier A,Quarterly,8,85.46,29.1,270,Yes,87,7,30,215,47,29.7604,-95.3698,TX
6,127,Laptop,Furniture,199,Los Angeles,Supplier D,Weekly,14,638.79,28.2,220,Yes,82,6,10,365,19,34.0522,-118.2437,CA
4,188,Bananas,Electronics,31,Phoenix,Supplier B,Weekly,6,810.53,21.7,263,Yes,32,9,21,86,26,33.4484,-112.074,AZ
3,160,Bananas,Furniture,180,Los Angeles,Supplier A,Weekly,9,359.8,5.1,310,No,44,28,1,394,16,34.0522,-118.2437,CA
7,115,Laptop,Furniture,2,New York,Supplier B,Monthly,1,80.47,-7.4,264,Yes,31,10,9,82,34,40.7128,-74.006,NY
8,101,Sneakers,Footwear,467,Phoenix,Supplier B,Quarterly,5,695.3,-6.1,155,No,14,35,3,322,2,33.4484,-112.074,AZ
4,181,Sneakers,Groceries,422,Los Angeles,Supplier A,Weekly,7,345.94,-10.0,207,No,69,7,49,374,1,34.0522,-118.2437,CA
2,116,T-Shirt,Groceries,288,Chicago,Supplier C,Monthly,9,256.61,-9.9,202,No,50,25,42,460,48,41.8781,-87.6298,IL
3,129,Sofa,Electronics,138,Phoenix,Supplier A,Quarterly,14,692.29,27.5,149,Yes,38,30,19,493,36,33.4484,-112.074,AZ
1,112,T-Shirt,Groceries,105,Phoenix,Supplier C,Quarterly,11,969.89,27.1,59,No,44,43,6,117,35,33.4484,-112.074,AZ
8,195,Sneakers,Electronics,392,Phoenix,Supplier A,Quarterly,9,747.87,16.7,77,Yes,77,26,7,167,43,33.4484,-112.074,AZ
3,192,Laptop,Furniture,218,Phoenix,Supplier A,Weekly,4,496.44,19.1,208,Yes,54,44,43,242,24,33.4484,-112.074,AZ
7,193,T-Shirt,Footwear,222,Chicago,Supplier B,Weekly,13,604.51,10.5,123,Yes,18,12,16,278,49,41.8781,-87.6298,IL
5,181,Bananas,Footwear,331,New York,Supplier B,Weekly,4,150.86,-0.5,84,No,60,13,36,491,5,40.7128,-74.006,NY
5,112,Bananas,Furniture,105,Chicago,Supplier D,Quarterly,4,815.08,26.6,265,Yes,23,40,4,342,29,41.8781,-87.6298,IL
7,142,Laptop,Clothing,404,Chicago,Supplier B,Quarterly,3,608.25,1.1,331,No,78,4,18,426,41,41.8781,-87.6298,IL
9,184,Sneakers,Clothing,404,Los Angeles,Supplier B,Weekly,8,966.17,19.6,316,No,65,1,32,470,1,34.0522,-118.2437,CA
5,193,Bananas,Groceries,127,Houston,Supplier B,Weekly,5,979.69,-0.2,103,Yes,20,6,32,134,9,29.7604,-95.3698,TX
1,120,Bananas,Electronics,265,Houston,Supplier B,Quarterly,7,361.04,24.8,341,No,39,2,18,366,36,29.7604,-95.3698,TX
1,154,Sofa,Footwear,200,Los Angeles,Supplier D,Quarterly,10,988.66,16.0,151,Yes,48,46,39,180,16,34.0522,-118.2437,CA
2,180,T-Shirt,Groceries,252,Chicago,Supplier B,Monthly,6,957.27,15.7,86,Yes,33,27,43,165,15,41.8781,-87.6298,IL
6,139,Sneakers,Furniture,15,Los Angeles,Supplier C,Monthly,14,643.43,-6.1,302,Yes,89,18,37,212,10,34.0522,-118.2437,CA
9,182,T-Shirt,Footwear,226,Phoenix,Supplier C,Weekly,9,340.13,6.8,168,Yes,67,42,28,6,37,33.4484,-112.074,AZ
8,114,Sneakers,Electronics,472,Los Angeles,Supplier D,Quarterly,14,755.81,11.0,228,No,39,29,39,73,16,34.0522,-118.2437,CA
5,172,Bananas,Electronics,353,Los Angeles,Supplier B,Quarterly,3,278.52,1.8,238,Yes,33,33,2,413,38,34.0522,-118.2437,CA
1,151,Sofa,Clothing,105,Phoenix,Supplier C,Monthly,6,633.55,25.2,302,No,76,3,37,357,48,33.4484,-112.074,AZ
7,173,T-Shirt,Groceries,233,Houston,Supplier A,Quarterly,3,34.34,23.5,167,No,38,20,37,453,36,29.7604,-95.3698,TX
5,194,Bananas,Furniture,493,Phoenix,Supplier C,Weekly,2,632.3,9.7,163,Yes,51,4,2,435,15,33.4484,-112.074,AZ
6,152,Sneakers,Footwear,319,New York,Supplier B,Monthly,3,952.09,3.6,45,No,85,18,19,77,3,40.7128,-74.006,NY
7,186,T-Shirt,Electronics,488,Los Angeles,Supplier C,Quarterly,2,242.79,22.1,132,Yes,71,8,5,283,19,34.0522,-118.2437,CA
3,151,T-Shirt,Footwear,219,Los Angeles,Supplier A,Quarterly,2,780.4,-2.1,272,Yes,36,22,44,215,41,34.0522,-118.2437,CA
3,129,Bananas,Furniture,277,Houston,Supplier C,Weekly,10,300.49,-7.1,119,Yes,38,41,13,165,37,29.7604,-95.3698,TX
5,132,T-Shirt,Footwear,261,Chicago,Supplier B,Quarterly,11,710.77,-8.2,33,No,75,22,22,174,48,41.8781,-87.6298,IL
6,156,Sofa,Groceries,381,Phoenix,Supplier A,Monthly,7,702.97,-8.5,91,Yes,66,19,7,98,3,33.4484,-112.074,AZ
9,151,Sofa,Clothing,419,Chicago,Supplier D,Monthly,10,192.89,9.6,241,No,70,28,2,25,8,41.8781,-87.6298,IL
5,108,Bananas,Footwear,341,New York,Supplier A,Quarterly,3,601.16,0.2,277,Yes,38,2,14,421,24,40.7128,-74.006,NY
1,153,Sneakers,Clothing,452,Phoenix,Supplier C,Quarterly,8,860.58,17.6,221,No,66,9,25,151,14,33.4484,-112.074,AZ
4,100,Bananas,Furniture,369,New York,Supplier D,Quarterly,13,388.71,16.2,85,Yes,82,35,26,220,35,40.7128,-74.006,NY
5,143,Sofa,Clothing,432,New York,Supplier A,Quarterly,2,713.17,11.7,318,No,64,22,5,154,16,40.7128,-74.006,NY
5,198,Laptop,Footwear,336,New York,Supplier A,Monthly,11,677.69,4.1,60,Yes,53,26,20,76,7,40.7128,-74.006,NY
7,174,Laptop,Footwear,479,Phoenix,Supplier A,Weekly,11,264.94,24.0,30,No,37,34,12,376,41,33.4484,-112.074,AZ
4,197,T-Shirt,Electronics,474,Phoenix,Supplier B,Monthly,7,919.46,18.4,227,Yes,46,7,36,436,35,33.4484,-112.074,AZ
1,179,T-Shirt,Footwear,190,Houston,Supplier D,Quarterly,3,567.88,0.9,74,No,32,30,31,231,8,29.7604,-95.3698,TX
5,108,Laptop,Clothing,372,Los Angeles,Supplier D,Quarterly,9,361.74,10.1,76,Yes,86,49,17,3,12,34.0522,-118.2437,CA
7,131,Sofa,Electronics,419,Chicago,Supplier A,Monthly,7,172.71,-3.7,251,No,78,25,16,73,49,41.8781,-87.6298,IL
