Warehouse ID,Product ID,Product Name,Category,Quantity in Stock,Location,Supplier,Restock Frequency,Average Delivery Time (days),Stock Value (USD),Storage Temperature (C),Shelf Life (days),Hazardous Material,Reorder Level,Daily Sales (units),Daily Restock (units),Stock Level (units),Sales Forecast (units),Latitude,Longitude,State,timestamp
1,159,Sofa,Furniture,321.0,New York,Supplier A,Weekly,7.0,599.05,3.2,136.0,Yes,86.0,25.0,7,374,5,40.7128,-74.006,NY,
3,109,Sofa,Groceries,10.0,Phoenix,Supplier A,Weekly,9.0,110.49,26.8,293.0,Yes,86.0,36.0,12,438,31,33.4484,-112.074,AZ,
2,138,Laptop,Footwear,402.0,New York,Supplier D,Quarterly,10.0,12.22,8.9,282.0,Yes,82.0,32.0,10,186,9,40.7128,-74.006,NY,
5,127,Laptop,Furniture,303.0,Los Angeles,Supplier A,Monthly,6.0,57.7,-9.6,56.0,No,78.0,47.0,29,239,32,34.0522,-118.2437,CA,
6,148,Laptop,Clothing,322.0,Chicago,Supplier B,Quarterly,7.0,966.96,-3.5,38.0,No,91.0,21.0,21,247,41,41.8781,-87.6298,IL,
7,135,Sofa,Furniture,305.0,Houston,Supplier C,Weekly,3.0,135.01,-5.9,249.0,No,61.0,42.0,13,140,5,29.7604,-95.3698,TX,
4,112,Laptop,Electronics,456.0,Chicago,Supplier C,Quarterly,14.0,53.95,-8.2,187.0,No,87.0,39.0,23,112,27,41.8781,-87.6298,IL,
7,195,Laptop,Electronics,278.0,Houston,Supplier C,Quarterly,14.0,316.55,18.6,43.0,No,43.0,6.0,6,402,28,29.7604,-95.3698,TX,
8,135,Sneakers,Groceries,86.0,Houston,Supplier B,Monthly,9.0,592.3,-2.3,58.0,No,95.0,47.0,31,480,43,29.7604,-95.3698,TX,
1,125,Laptop,Furniture,26.0,Los Angeles,Supplier A,Monthly,3.0,948.98,23.5,55.0,Yes,57.0,25.0,9,195,12,34.0522,-118.2437,CA,
6,185,T-Shirt,Clothing,218.0,Los Angeles,Supplier C,Monthly,6.0,702.89,0.6,243.0,Yes,33.0,2.0,24,444,5,34.0522,-118.2437,CA,
8,103,Sofa,Electronics,393.0,Phoenix,Supplier B,Weekly,4.0,283.59,-8.7,172.0,Yes,22.0,31.0,16,125,8,33.4484,-112.074,AZ,
5,194,Bananas,Clothing,405.0,Phoenix,Supplier B,Weekly,9.0,939.67,22.8,144.0,Yes,59.0,30.0,11,356,17,33.4484,-112.074,AZ,
4,181,Sneakers,Footwear,95.0,Houston,Supplier C,Monthly,1.0,45.68,8.6,358.0,No,74.0,15.0,36,239,8,29.7604,-95.3698,TX,
2,163,Sofa,Electronics,244.0,Phoenix,Supplier C,Quarterly,9.0,979.26,14.0,247.0,Yes,80.0,18.0,1,494,34,33.4484,-112.074,AZ,
6,137,Sofa,Groceries,447.0,Los Angeles,Supplier D,Monthly,12.0,68.05,3.4,110.0,Yes,13.0,32.0,21,1,23,34.0522,-118.2437,CA,
6,187,T-Shirt,Footwear,107.0,Phoenix,Supplier D,Weekly,4.0,756.31,-8.2,230.0,Yes,73.0,14.0,44,121,18,33.4484,-112.074,AZ,
1,186,Laptop,Furniture,390.0,Houston,Supplier B,Quarterly,10.0,54.84,4.8,96.0,No,83.0,18.0,36,89,10,29.7604,-95.3698,TX,
9,121,T-Shirt,Clothing,248.0,Chicago,Supplier D,Weekly,5.0,932.25,10.7,278.0,Yes,48.0,35.0,37,20,39,41.8781,-87.6298,IL,
6,101,Laptop,Electronics,14.0,New York,Supplier D,Monthly,11.0,117.58,-9.5,173.0,Yes,72.0,22.0,6,273,41,40.7128,-74.006,NY,
3,130,Laptop,Footwear,161.0,Phoenix,Supplier C,Monthly,13.0,59.97,13.0,170.0,Yes,67.0,14.0,14,177,44,33.4484,-112.074,AZ,
4,110,Sofa,Footwear,71.0,Los Angeles,Supplier D,Quarterly,1.0,890.37,25.7,125.0,Yes,25.0,38.0,29,406,44,34.0522,-118.2437,CA,
4,191,Laptop,Electronics,152.0,Chicago,Supplier B,Monthly,14.0,104.84,-1.3,147.0,No,93.0,14.0,1,114,5,41.8781,-87.6298,IL,
3,145,Sneakers,Furniture,457.0,Los Angeles,Supplier C,Weekly,1.0,799.95,27.1,347.0,No,71.0,34.0,8,417,43,34.0522,-118.2437,CA,
3,195,Sneakers,Furniture,75.0,Phoenix,Supplier D,Weekly,6.0,749.56,-6.1,214.0,Yes,19.0,22.0,47,282,17,33.4484,-112.074,AZ,
3,161,Sneakers,Groceries,376.0,Houston,Supplier D,Weekly,10.0,602.89,23.0,321.0,Yes,71.0,16.0,44,27,47,29.7604,-95.3698,TX,
4,168,Sofa,Furniture,215.0,New York,Supplier D,Quarterly,13.0,384.18,23.6,274.0,No,42.0,48.0,19,188,11,40.7128,-74.006,NY,
7,163,T-Shirt,Groceries,368.0,New York,Supplier A,Weekly,1.0,916.42,0.3,230.0,No,80.0,49.0,23,418,47,40.7128,-74.006,NY,
4,109,Bananas,Footwear,51.0,Chicago,Supplier D,Monthly,13.0,872.37,28.3,307.0,No,51.0,16.0,39,87,48,41.8781,-87.6298,IL,
9,139,Laptop,Electronics,386.0,New York,Supplier D,Quarterly,2.0,431.98,6.7,139.0,No,53.0,16.0,41,80,19,40.7128,-74.006,NY,
1,123,Bananas,Furniture,143.0,Houston,Supplier B,Weekly,13.0,239.41,-4.3,241.0,Yes,55.0,40.0,11,462,21,29.7604,-95.3698,TX,
8,198,T-Shirt,Groceries,419.0,Los Angeles,Supplier D,Weekly,14.0,279.85,13.7,288.0,No,95.0,38.0,27,180,44,34.0522,-118.2437,CA,
7,143,T-Shirt,Footwear,36.0,Houston,Supplier A,Monthly,3.0,228.12,29.9,193.0,Yes,90.0,18.0,40,55,3,29.7604,-95.3698,TX,
2,159,Sofa,Furniture,374.0,Chicago,Supplier C,Monthly,7.0,545.84,26.0,126.0,No,82.0,23.0,36,247,40,41.8781,-87.6298,IL,
8,161,Sneakers,Clothing,476.0,Chicago,Supplier D,Quarterly,2.0,869.85,1.1,239.0,Yes,83.0,46.0,42,317,43,41.8781,-87.6298,IL,
1,186,Sneakers,Footwear,167.0,New York,Supplier D,Weekly,5.0,775.88,13.1,65.0,No,40.0,48.0,20,434,1,40.7128,-74.006,NY,
9,116,T-Shirt,Furniture,236.0,Houston,Supplier B,Weekly,9.0,797.56,-5.4,295.0,Yes,14.0,40.0,42,233,24,29.7604,-95.3698,TX,
9,164,Sofa,Footwear,260.0,Los Angeles,Supplier D,Monthly,12.0,453.81,8.5,129.0,No,27.0,18.0,8,447,36,34.0522,-118.2437,CA,
2,194,Sofa,Electronics,192.0,Houston,Supplier D,Quarterly,12.0,329.22,10.9,50.0,No,15.0,46.0,46,448,6,29.7604,-95.3698,TX,
7,194,Laptop,Electronics,202.0,Los Angeles,Supplier D,Monthly,10.0,759.78,2.6,246.0,Yes,59.0,49.0,36,270,10,34.0522,-118.2437,CA,
3,156,Sneakers,Electronics,262.0,Los Angeles,Supplier D,Monthly,8.0,795.37,9.4,133.0,Yes,37.0,22.0,26,382,47,34.0522,-118.2437,CA,
7,154,T-Shirt,Clothing,185.0,Houston,Supplier C,Quarterly,12.0,698.4,26.8,141.0,No,33.0,40.0,35,109,40,29.7604,-95.3698,TX,
9,152,Bananas,Electronics,158.0,Phoenix,Supplier B,Weekly,8.0,41.79,10.0,248.0,Yes,78.0,30.0,3,474,46,33.4484,-112.074,AZ,
4,155,Sneakers,Clothing,246.0,Houston,Supplier C,Weekly,11.0,593.79,23.2,149.0,Yes,37.0,48.0,4,238,34,29.7604,-95.3698,TX,
1,197,Laptop,Electronics,110.0,Los Angeles,Supplier A,Weekly,2.0,353.58,2.7,278.0,No,67.0,42.0,44,378,24,34.0522,-118.2437,CA,
2,108,Sofa,Footwear,99.0,Chicago,Supplier D,Quarterly,1.0,204.23,28.9,364.0,No,76.0,42.0,29,307,23,41.8781,-87.6298,IL,
1,121,T-Shirt,Furniture,241.0,Chicago,Supplier A,Quarterly,9.0,697.45,-6.3,125.0,No,27.0,18.0,28,369,20,41.8781,-87.6298,IL,
5,112,Sneakers,Furniture,491.0,New York,Supplier C,Quarterly,10.0,275.84,13.4,217.0,Yes,13.0,18.0,19,155,38,40.7128,-74.006,NY,
5,188,Bananas,Electronics,202.0,Chicago,Supplier A,Quarterly,12.0,913.71,21.6,173.0,No,58.0,41.0,43,168,35,41.8781,-87.6298,IL,
7,147,Laptop,Furniture,122.0,Phoenix,Supplier D,Quarterly,4.0,305.1,22.6,57.0,No,41.0,1.0,28,68,34,33.4484,-112.074,AZ,
9,117,Laptop,Electronics,117.0,Los Angeles,Supplier A,Monthly,9.0,559.63,-2.1,35.0,Yes,92.0,48.0,18,265,46,34.0522,-118.2437,CA,
9,175,Sneakers,Electronics,96.0,Houston,Supplier C,Weekly,11.0,829.48,6.1,346.0,Yes,75.0,42.0,14,440,47,29.7604,-95.3698,TX,
3,139,Bananas,Groceries,234.0,Houston,Supplier D,Quarterly,14.0,408.1,15.0,291.0,No,67.0,15.0,43,475,36,29.7604,-95.3698,TX,
3,116,Laptop,Groceries,490.0,Phoenix,Supplier B,Weekly,12.0,830.37,2.6,259.0,Yes,20.0,5.0,14,235,16,33.4484,-112.074,AZ,
3,114,T-Shirt,Groceries,67.0,Chicago,Supplier C,Quarterly,11.0,726.46,16.3,151.0,Yes,74.0,27.0,29,39,23,41.8781,-87.6298,IL,
4,114,Laptop,Clothing,376.0,Los Angeles,Supplier D,Weekly,7.0,921.66,5.2,223.0,No,26.0,17.0,3,143,44,34.0522,-118.2437,CA,
8,178,Bananas,Groceries,218.0,Chicago,Supplier B,Monthly,12.0,332.58,4.0,134.0,Yes,89.0,41.0,34,345,49,41.8781,-87.6298,IL,
6,162,Sofa,Electronics,15.0,New York,Supplier A,Weekly,6.0,113.98,-5.7,228.0,Yes,75.0,32.0,9,18,1,40.7128,-74.006,NY,
8,138,Sofa,Footwear,273.0,Chicago,Supplier A,Weekly,10.0,436.05,-8.4,91.0,Yes,13.0,38.0,40,52,9,41.8781,-87.6298,IL,
1,112,Sneakers,Groceries,219.0,New York,Supplier A,Quarterly,13.0,787.96,23.4,313.0,No,41.0,26.0,5,445,12,40.7128,-74.006,NY,
8,180,Bananas,Groceries,274.0,Houston,Supplier D,Weekly,9.0,455.93,9.6,109.0,Yes,80.0,2.0,29,222,37,29.7604,-95.3698,TX,
4,131,Laptop,Footwear,371.0,Los Angeles,Supplier A,Monthly,10.0,269.37,12.5,204.0,No,38.0,28.0,41,293,17,34.0522,-118.2437,CA,
1,108,Laptop,Electronics,147.0,New York,Supplier A,Monthly,4.0,37.33,4.9,38.0,No,70.0,45.0,5,80,3,40.7128,-74.006,NY,
8,139,Sofa,Clothing,332.0,Chicago,Supplier B,Monthly,14.0,319.89,-4.5,209.0,Yes,69.0,23.0,45,181,38,41.8781,-87.6298,IL,
4,119,Sofa,Groceries,344.0,Chicago,Supplier B,Quarterly,1.0,716.25,8.0,300.0,No,82.0,20.0,43,140,29,41.8781,-87.6298,IL,
6,189,T-Shirt,Footwear,453.0,Houston,Supplier B,Quarterly,5.0,156.14,-0.8,191.0,No,67.0,36.0,43,209,31,29.7604,-95.3698,TX,
8,190,Sofa,Electronics,152.0,Phoenix,Supplier D,Quarterly,13.0,347.47,23.5,305.0,No,62.0,42.0,44,409,35,33.4484,-112.074,AZ,
4,184,T-Shirt,Furniture,347.0,Phoenix,Supplier C,Quarterly,6.0,30.03,29.5,235.0,Yes,14.0,22.0,13,335,38,33.4484,-112.074,AZ,
3,181,Laptop,Clothing,304.0,Chicago,Supplier A,Quarterly,6.0,724.54,25.6,89.0,No,70.0,11.0,26,281,26,41.8781,-87.6298,IL,
9,176,T-Shirt,Footwear,414.0,Phoenix,Supplier A,Monthly,12.0,881.88,11.1,215.0,No,30.0,28.0,9,405,13,33.4484,-112.074,AZ,
3,179,T-Shirt,Footwear,15.0,Los Angeles,Supplier D,Weekly,1.0,572.84,15.1,104.0,No,67.0,45.0,4,122,19,34.0522,-118.2437,CA,
9,172,Sneakers,Footwear,431.0,Phoenix,Supplier A,Monthly,7.0,35.61,27.9,123.0,No,90.0,22.0,39,211,32,33.4484,-112.074,AZ,
2,162,Sofa,Groceries,379.0,Los Angeles,Supplier D,Quarterly,8.0,225.45,11.5,96.0,No,23.0,17.0,31,344,47,34.0522,-118.2437,CA,
2,175,T-Shirt,Furniture,486.0,Chicago,Supplier D,Monthly,12.0,444.08,15.5,31.0,No,88.0,31.0,5,135,27,41.8781,-87.6298,IL,
2,143,Laptop,Clothing,383.0,Chicago,Supplier D,Weekly,5.0,591.71,15.2,207.0,No,94.0,11.0,7,460,39,41.8781,-87.6298,IL,
6,137,Bananas,Electronics,428.0,Chicago,Supplier C,Quarterly,2.0,501.31,18.3,171.0,Yes,63.0,36.0,28,177,13,41.8781,-87.6298,IL,
3,182,T-Shirt,Electronics,354.0,Houston,Supplier D,Monthly,2.0,916.71,15.6,73.0,Yes,87.0,14.0,40,39,34,29.7604,-95.3698,TX,
9,159,Sofa,Furniture,411.0,Phoenix,Supplier C,Monthly,11.0,939.25,16.8,203.0,Yes,50.0,35.0,14,75,19,33.4484,-112.074,AZ,
4,170,Sneakers,Footwear,84.0,New York,Supplier C,Weekly,5.0,116.08,19.0,324.0,No,25.0,23.0,24,353,19,40.7128,-74.006,NY,
1,198,Laptop,Footwear,192.0,New York,Supplier A,Quarterly,7.0,147.01,22.4,260.0,No,60.0,29.0,42,49,3,40.7128,-74.006,NY,
4,147,Sneakers,Footwear,41.0,Chicago,Supplier B,Quarterly,7.0,364.47,6.1,265.0,Yes,10.0,23.0,38,217,3,41.8781,-87.6298,IL,
1,117,Bananas,Footwear,352.0,Phoenix,Supplier C,Weekly,13.0,427.02,19.8,122.0,No,49.0,44.0,5,246,26,33.4484,-112.074,AZ,
5,115,T-Shirt,Footwear,324.0,Los Angeles,Supplier C,Weekly,4.0,590.21,-6.0,73.0,No,27.0,36.0,47,231,6,34.0522,-118.2437,CA,
4,154,T-Shirt,Furniture,261.0,New York,Supplier B,Weekly,11.0,775.43,25.0,56.0,Yes,43.0,16.0,48,418,13,40.7128,-74.006,NY,
8,138,Sofa,Groceries,309.0,Chicago,Supplier C,Weekly,14.0,144.41,1.6,301.0,No,99.0,39.0,34,255,46,41.8781,-87.6298,IL,
8,167,T-Shirt,Clothing,378.0,New York,Supplier B,Quarterly,3.0,804.61,6.1,68.0,Yes,70.0,20.0,28,203,38,40.7128,-74.006,NY,
7,158,Laptop,Footwear,136.0,New York,Supplier A,Quarterly,9.0,613.93,22.1,318.0,Yes,30.0,25.0,47,144,27,40.7128,-74.006,NY,
3,188,Bananas,Groceries,278.0,New York,Supplier D,Monthly,12.0,981.08,15.5,277.0,No,10.0,19.0,8,352,41,40.7128,-74.006,NY,
1,195,Sneakers,Electronics,106.0,Chicago,Supplier B,Monthly,14.0,654.66,2.3,79.0,Yes,36.0,26.0,21,399,24,41.8781,-87.6298,IL,
1,161,Bananas,Furniture,7.0,Chicago,Supplier D,Monthly,14.0,718.93,-1.0,312.0,No,60.0,32.0,24,296,10,41.8781,-87.6298,IL,
3,112,T-Shirt,Groceries,406.0,Houston,Supplier B,Quarterly,7.0,203.26,28.3,238.0,No,20.0,21.0,24,463,16,29.7604,-95.3698,TX,
6,180,Sneakers,Footwear,302.0,Houston,Supplier D,Quarterly,2.0,771.17,-6.5,153.0,Yes,23.0,9.0,13,7,23,29.7604,-95.3698,TX,
7,105,Sofa,Footwear,30.0,Houston,Supplier A,Quarterly,1.0,88.47,-9.8,278.0,No,64.0,43.0,49,101,47,29.7604,-95.3698,TX,
6,182,Bananas,Footwear,126.0,New York,Supplier C,Monthly,11.0,659.97,16.9,313.0,No,36.0,19.0,15,296,12,40.7128,-74.006,NY,
6,176,Sneakers,Groceries,357.0,Phoenix,Supplier A,Weekly,2.0,65.02,14.6,180.0,Yes,31.0,49.0,46,450,28,33.4484,-112.074,AZ,
6,159,Sneakers,Footwear,400.0,Chicago,Supplier C,Weekly,13.0,124.07,19.5,93.0,No,30.0,21.0,25,326,13,41.8781,-87.6298,IL,
3,189,Sneakers,Groceries,79.0,Houston,Supplier D,Weekly,12.0,116.79,19.3,270.0,No,33.0,18.0,45,228,18,29.7604,-95.3698,TX,
6,113,Laptop,Footwear,389.0,Phoenix,Supplier D,Weekly,3.0,61.96,24.5,196.0,Yes,28.0,6.0,28,103,2,33.4484,-112.074,AZ,
8,194,Bananas,Electronics,67.0,Houston,Supplier C,Weekly,5.0,327.93,26.9,269.0,No,33.0,35.0,39,486,46,29.7604,-95.3698,TX,
2,153,Sneakers,Electronics,23.0,Houston,Supplier B,Quarterly,14.0,994.41,21.0,78.0,No,35.0,14.0,8,92,17,29.7604,-95.3698,TX,
5,103,Bananas,Clothing,189.0,Phoenix,Supplier A,Monthly,3.0,354.74,-0.7,216.0,No,34.0,9.0,31,278,23,33.4484,-112.074,AZ,
1,138,Sneakers,Footwear,74.0,Houston,Supplier B,Weekly,10.0,763.17,8.5,177.0,Yes,54.0,35.0,7,357,23,29.7604,-95.3698,TX,
1,171,Sofa,Footwear,5.0,New York,Supplier D,Weekly,9.0,140.99,15.7,218.0,Yes,38.0,2.0,47,187,1,40.7128,-74.006,NY,
5,124,Sofa,Groceries,407.0,New York,Supplier A,Weekly,10.0,459.95,11.6,140.0,Yes,83.0,6.0,39,389,43,40.7128,-74.006,NY,
3,176,Sofa,Groceries,463.0,New York,Supplier A,Quarterly,4.0,193.26,-3.6,294.0,No,20.0,35.0,17,146,14,40.7128,-74.006,NY,
4,131,T-Shirt,Footwear,82.0,Los Angeles,Supplier B,Weekly,7.0,200.18,13.6,308.0,Yes,33.0,25.0,35,267,12,34.0522,-118.2437,CA,
3,158,Sneakers,Clothing,25.0,Houston,Supplier C,Monthly,4.0,108.69,25.5,266.0,Yes,33.0,9.0,22,119,14,29.7604,-95.3698,TX,
1,162,T-Shirt,Footwear,264.0,Los Angeles,Supplier C,Quarterly,3.0,437.72,6.7,188.0,Yes,21.0,31.0,7,264,49,34.0522,-118.2437,CA,
1,137,Bananas,Groceries,479.0,Chicago,Supplier A,Quarterly,10.0,84.78,16.8,89.0,Yes,16.0,7.0,10,276,44,41.8781,-87.6298,IL,
5,191,T-Shirt,Footwear,405.0,Phoenix,Supplier C,Quarterly,1.0,910.71,14.6,346.0,No,49.0,28.0,28,203,38,33.4484,-112.074,AZ,
6,152,Bananas,Groceries,2.0,Chicago,Supplier D,Weekly,14.0,453.42,5.1,104.0,Yes,90.0,2.0,39,59,41,41.8781,-87.6298,IL,
3,193,Bananas,Footwear,278.0,Los Angeles,Supplier B,Weekly,12.0,840.18,12.6,257.0,No,79.0,1.0,43,347,44,34.0522,-118.2437,CA,
9,166,Bananas,Furniture,328.0,New York,Supplier B,Weekly,9.0,979.67,-1.6,183.0,Yes,85.0,37.0,29,477,49,40.7128,-74.006,NY,
5,127,T-Shirt,Groceries,343.0,Houston,Supplier B,Weekly,13.0,681.0,11.8,339.0,No,88.0,24.0,35,153,16,29.7604,-95.3698,TX,
8,102,Sneakers,Clothing,224.0,Houston,Supplier A,Monthly,11.0,902.5,22.0,316.0,Yes,32.0,35.0,22,186,34,29.7604,-95.3698,TX,
1,197,T-Shirt,Furniture,72.0,New York,Supplier A,Quarterly,1.0,144.01,20.4,270.0,No,80.0,7.0,9,115,18,40.7128,-74.006,NY,
5,179,Sneakers,Footwear,68.0,Houston,Supplier C,Weekly,11.0,831.69,4.3,256.0,Yes,47.0,38.0,36,275,48,29.7604,-95.3698,TX,
3,121,Sneakers,Groceries,320.0,Phoenix,Supplier B,Monthly,13.0,278.51,-5.5,198.0,No,40.0,29.0,8,381,10,33.4484,-112.074,AZ,
1,195,Bananas,Furniture,94.0,Phoenix,Supplier D,Quarterly,1.0,477.87,22.0,313.0,Yes,38.0,1.0,30,386,19,33.4484,-112.074,AZ,
4,137,T-Shirt,Clothing,19.0,Phoenix,Supplier D,Quarterly,1.0,650.12,0.6,291.0,No,53.0,30.0,30,362,30,33.4484,-112.074,AZ,
5,171,Sneakers,Groceries,128.0,Chicago,Supplier B,Quarterly,14.0,904.51,-7.9,319.0,Yes,37.0,46.0,31,487,4,41.8781,-87.6298,IL,
7,171,Sofa,Furniture,343.0,New York,Supplier A,Weekly,5.0,911.88,7.8,38.0,No,85.0,32.0,22,236,7,40.7128,-74.006,NY,
1,161,Sneakers,Furniture,82.0,Phoenix,Supplier A,Quarterly,7.0,101.18,19.6,127.0,Yes,77.0,10.0,44,442,16,33.4484,-112.074,AZ,
3,156,Sofa,Furniture,254.0,Los Angeles,Supplier A,Weekly,7.0,370.91,22.3,41.0,No,30.0,34.0,31,66,37,34.0522,-118.2437,CA,
2,105,T-Shirt,Electronics,437.0,Phoenix,Supplier D,Monthly,10.0,795.24,29.3,301.0,Yes,18.0,11.0,40,263,5,33.4484,-112.074,AZ,
9,177,T-Shirt,Footwear,221.0,Chicago,Supplier B,Quarterly,1.0,706.13,-2.4,100.0,Yes,58.0,48.0,47,51,39,41.8781,-87.6298,IL,
6,131,T-Shirt,Groceries,343.0,Los Angeles,Supplier D,Monthly,6.0,36.09,1.8,164.0,Yes,46.0,49.0,28,351,49,34.0522,-118.2437,CA,
3,198,Sneakers,Groceries,97.0,New York,Supplier B,Weekly,9.0,455.39,14.4,288.0,No,30.0,37.0,46,417,33,40.7128,-74.006,NY,
8,109,Laptop,Groceries,52.0,New York,Supplier D,Weekly,6.0,830.96,22.5,34.0,Yes,69.0,27.0,5,331,35,40.7128,-74.006,NY,
8,102,Sneakers,Furniture,175.0,Phoenix,Supplier D,Weekly,4.0,740.31,-0.6,268.0,Yes,32.0,48.0,17,232,48,33.4484,-112.074,AZ,
2,158,Sneakers,Footwear,338.0,Los Angeles,Supplier C,Quarterly,10.0,417.73,6.4,323.0,Yes,97.0,10.0,11,360,34,34.0522,-118.2437,CA,
6,175,Bananas,Clothing,182.0,Los Angeles,Supplier D,Quarterly,9.0,737.81,6.3,364.0,No,19.0,38.0,22,494,33,34.0522,-118.2437,CA,
7,148,Bananas,Groceries,428.0,Phoenix,Supplier B,Monthly,13.0,555.7,20.9,128.0,No,79.0,22.0,47,13,39,33.4484,-112.074,AZ,
2,158,Sneakers,Footwear,353.0,Phoenix,Supplier D,Weekly,3.0,913.5,-0.4,180.0,Yes,30.0,24.0,25,394,10,33.4484,-112.074,AZ,
2,130,Sofa,Footwear,391.0,Houston,Supplier C,Monthly,13.0,591.26,28.8,287.0,Yes,38.0,8.0,13,369,3,29.7604,-95.3698,TX,
1,192,Bananas,Electronics,115.0,Houston,Supplier C,Weekly,10.0,406.73,10.4,178.0,No,68.0,6.0,36,315,29,29.7604,-95.3698,TX,
8,168,Sneakers,Groceries,348.0,Phoenix,Supplier B,Weekly,4.0,864.29,1.3,171.0,No,49.0,4.0,45,294,35,33.4484,-112.074,AZ,
1,161,Laptop,Furniture,1.0,Chicago,Supplier C,Monthly,4.0,59.37,1.4,280.0,No,30.0,5.0,45,20,31,41.8781,-87.6298,IL,
9,151,Sofa,Footwear,63.0,Houston,Supplier C,Weekly,4.0,901.51,-9.3,263.0,Yes,95.0,6.0,11,213,39,29.7604,-95.3698,TX,
6,188,T-Shirt,Footwear,248.0,Phoenix,Supplier A,Monthly,6.0,699.38,17.7,161.0,Yes,72.0,47.0,5,270,15,33.4484,-112.074,AZ,
7,140,Sneakers,Clothing,231.0,Los Angeles,Supplier B,Quarterly,13.0,941.2,21.0,76.0,No,55.0,32.0,14,472,1,34.0522,-118.2437,CA,
7,130,Sneakers,Electronics,226.0,Houston,Supplier C,Monthly,11.0,258.0,-8.7,123.0,Yes,14.0,38.0,22,40,19,29.7604,-95.3698,TX,
3,184,Sofa,Footwear,423.0,Chicago,Supplier C,Monthly,11.0,697.97,13.4,278.0,No,24.0,20.0,3,135,37,41.8781,-87.6298,IL,
2,183,Bananas,Footwear,19.0,New York,Supplier C,Weekly,7.0,811.37,21.3,49.0,No,92.0,40.0,35,453,27,40.7128,-74.006,NY,
9,121,Bananas,Furniture,31.0,Los Angeles,Supplier B,Monthly,14.0,705.08,5.0,209.0,No,89.0,45.0,32,262,21,34.0522,-118.2437,CA,
8,103,Bananas,Furniture,333.0,Chicago,Supplier A,Quarterly,9.0,218.23,7.3,301.0,No,49.0,36.0,38,424,7,41.8781,-87.6298,IL,
7,112,T-Shirt,Clothing,121.0,Chicago,Supplier D,Quarterly,14.0,282.83,4.5,165.0,Yes,96.0,49.0,40,181,43,41.8781,-87.6298,IL,
9,144,Sofa,Clothing,24.0,Chicago,Supplier A,Quarterly,11.0,571.07,2.6,266.0,No,13.0,14.0,24,227,33,41.8781,-87.6298,IL,
4,141,Sofa,Clothing,325.0,Los Angeles,Supplier B,Quarterly,3.0,452.28,9.6,219.0,Yes,94.0,47.0,28,265,2,34.0522,-118.2437,CA,
4,148,Bananas,Furniture,471.0,Chicago,Supplier B,Monthly,8.0,737.77,-3.4,241.0,Yes,33.0,19.0,21,106,14,41.8781,-87.6298,IL,
1,119,Bananas,Furniture,211.0,New York,Supplier B,Quarterly,8.0,384.89,7.6,93.0,No,51.0,11.0,49,321,42,40.7128,-74.006,NY,
8,176,Laptop,Electronics,449.0,Houston,Supplier D,Monthly,1.0,860.89,27.7,193.0,Yes,35.0,39.0,33,487,3,29.7604,-95.3698,TX,
3,180,Laptop,Groceries,161.0,Los Angeles,Supplier B,Monthly,5.0,437.6,-8.9,67.0,Yes,75.0,1.0,28,404,14,34.0522,-118.2437,CA,
7,153,Sneakers,Groceries,255.0,Chicago,Supplier A,Weekly,13.0,49.64,-3.4,244.0,Yes,17.0,35.0,39,390,5,41.8781,-87.6298,IL,
2,135,Sneakers,Electronics,59.0,Phoenix,Supplier C,Monthly,10.0,27.19,21.1,48.0,No,82.0,19.0,36,96,17,33.4484,-112.074,AZ,
2,196,Sofa,Groceries,114.0,Houston,Supplier C,Monthly,5.0,650.28,-4.7,283.0,No,75.0,33.0,10,461,39,29.7604,-95.3698,TX,
7,100,Sofa,Furniture,417.0,Los Angeles,Supplier B,Weekly,12.0,545.15,0.9,103.0,No,87.0,32.0,37,295,1,34.0522,-118.2437,CA,
6,114,T-Shirt,Groceries,160.0,Phoenix,Supplier B,Quarterly,8.0,547.32,8.2,170.0,Yes,29.0,36.0,40,488,43,33.4484,-112.074,AZ,
3,176,T-Shirt,Furniture,443.0,Phoenix,Supplier D,Quarterly,8.0,792.11,27.7,46.0,Yes,75.0,24.0,25,123,28,33.4484,-112.074,AZ,
9,116,Laptop,Electronics,220.0,Chicago,Supplier C,Monthly,12.0,381.96,-2.7,124.0,No,77.0,43.0,45,277,38,41.8781,-87.6298,IL,
6,123,Sneakers,Clothing,357.0,Los Angeles,Supplier D,Weekly,2.0,995.49,26.9,263.0,Yes,64.0,7.0,17,37,48,34.0522,-118.2437,CA,
6,157,Laptop,Electronics,169.0,Chicago,Supplier D,Monthly,3.0,946.07,18.7,330.0,No,87.0,7.0,4,268,14,41.8781,-87.6298,IL,
1,171,Laptop,Groceries,12.0,New York,Supplier D,Monthly,2.0,22.83,16.8,117.0,No,94.0,46.0,10,198,17,40.7128,-74.006,NY,
4,190,Sneakers,Furniture,457.0,Phoenix,Supplier D,Quarterly,1.0,896.79,18.9,327.0,No,88.0,47.0,25,255,15,33.4484,-112.074,AZ,
6,122,T-Shirt,Groceries,242.0,New York,Supplier A,Weekly,2.0,683.74,-8.8,80.0,Yes,48.0,5.0,32,15,46,40.7128,-74.006,NY,
6,145,Sneakers,Groceries,375.0,Chicago,Supplier B,Monthly,10.0,507.07,-6.0,274.0,Yes,59.0,14.0,8,405,7,41.8781,-87.6298,IL,
